HSPA8P4		heat shock 70kDa protein 8 pseudogene 4
PABPC1P4		poly(A) binding protein, cytoplasmic 1 pseudogene 4
TCEAL7	MGC23947, WEX5	transcription elongation factor A (SII)-like 7
C11orf68	P5326, BLES03	chromosome 11 open reading frame 68
HMGCR		3-hydroxy-3-methylglutaryl-CoA reductase
EWSR2~withdrawn		symbol withdrawn, see ETS1
ERC2	CAST, CAST1, KIAA0378, SPBC110, Spc110, ELKSL	ELKS/RAB6-interacting/CAST family member 2
LIX1		Lix1 homolog (chicken)
RNU6-1298P		RNA, U6 small nuclear 1298, pseudogene
NBN	ATV, AT-V2, AT-V1	nibrin
EGFL2~withdrawn		symbol withdrawn, see CELSR2
TRNAL46P		transfer RNA leucine 46 (anticodon UAA) pseudogene
CACD		central areolar choroidal dystrophy
RNU6-802P		RNA, U6 small nuclear 802, pseudogene
CDKN1B	KIP1, P27KIP1	cyclin-dependent kinase inhibitor 1B (p27, Kip1)
PHKA1P1		phosphorylase kinase, alpha 1 pseudogene 1
AURKAIP1	AKIP, AIP, FLJ20608	aurora kinase A interacting protein 1
MIR5680	hsa-mir-5680	microRNA 5680
PRG3	MBPH	proteoglycan 3
HSD3B7	C(27)-3BETA-HSD, SDR11E3	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7
SNAPIN	BLOC1S7	SNAP-associated protein
RPL7AP14	dJ823N20.2	ribosomal protein L7a pseudogene 14
C17orf47	FLJ40121	chromosome 17 open reading frame 47
PSD2	DKFZp761B0514	pleckstrin and Sec7 domain containing 2
RNA5SP397		RNA, 5S ribosomal pseudogene 397
RPL17P24		ribosomal protein L17 pseudogene 24
COL18A1-AS2		COL18A1 antisense RNA 2
LD~withdrawn		symbol withdrawn, see FMN1
TRAJ60		T cell receptor alpha joining 60 (pseudogene)
GAS5	SNHG2, NCRNA00030	growth arrest-specific 5 (non-protein coding)
MER2~withdrawn		entry withdrawn
PLIN4	S3-12	perilipin 4
CD1E		CD1e molecule
ZNF280D	FLJ20086, ZNF634	zinc finger protein 280D
NHE3P~withdrawn		symbol withdrawn, see SLC9A3P1
TTTY31P		testis-specific transcript, Y-linked 31, pseudogene
MIR548F5	hsa-mir-548f-5	microRNA 548f-5
C18orf63	DKFZP781G0119	chromosome 18 open reading frame 63
COL4A2	FLJ22259, DKFZp686I14213	collagen, type IV, alpha 2
ATP5G1P5		ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9) pseudogene 5
MTND2P22		MT-ND2 pseudogene 22
RPL39P23		ribosomal protein L39 pseudogene 23
DNAJC30		DnaJ (Hsp40) homolog, subfamily C, member 30
OR13C6P		olfactory receptor, family 13, subfamily C, member 6 pseudogene
TCL1A	TCL1	T-cell leukemia/lymphoma 1A
NCOR1P3		nuclear receptor corepressor 1 pseudogene 3
RN7SL142P		RNA, 7SL, cytoplasmic 142, pseudogene
MACOM		macrophthalmia, colobomatous, with microcornea
C17orf100	LOC388327	chromosome 17 open reading frame 100
MIR598	hsa-mir-598	microRNA 598
STUB1	UBOX1, CHIP, SDCCAG7, HSPABP2, NY-CO-7	STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase
SNORD116-24	HBII-85-24	small nucleolar RNA, C/D box 116-24
RPL28P1	bcm2489	ribosomal protein L28 pseudogene 1
SPEF1	DKFZP434I114, SPEF1A	sperm flagellar 1
C17orf78	FLJ39647	chromosome 17 open reading frame 78
ATG3	PC3-96, FLJ22125, MGC15201, DKFZp564M1178	autophagy related 3
CACNA1C-AS3		CACNA1C antisense RNA 3
MS4A14	NYD-SP21, FLJ32856, DKFZp434H092	membrane-spanning 4-domains, subfamily A, member 14
IGKV2D-40		immunoglobulin kappa variable 2D-40
RPL21P47		ribosomal protein L21 pseudogene 47
IMMP1L	FLJ25059	IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae)
REV3L	POLZ, REV3	REV3-like, polymerase (DNA directed), zeta, catalytic subunit
DUXAP3		double homeobox A pseudogene 3
POU6F2-AS1		POU6F2 antisense RNA 1
IGF1	IGF1A	insulin-like growth factor 1 (somatomedin C)
RNU6-476P		RNA, U6 small nuclear 476, pseudogene
MNX1-AS1		MNX1 antisense RNA 1 (head to head)
RNA5SP171		RNA, 5S ribosomal pseudogene 171
ESTF~withdrawn		symbol withdrawn, see MAP3K8
LGTN		ligatin
OR1E5~withdrawn		symbol withdrawn, see OR1E1
RNU6-417P		RNA, U6 small nuclear 417, pseudogene
KIN	KIN17	KIN, antigenic determinant of recA protein homolog (mouse)
CBWD6	OTTHUMG00000066820	COBW domain containing 6
ZNF439	DKFZp571K0837	zinc finger protein 439
MIR641	hsa-mir-641	microRNA 641
C17orf12~withdrawn		entry withdrawn
CCDC58P5		coiled-coil domain containing 58 pseudogene 5
