		
HP:0000001	All	NA
HP:0000002	Abnormality of body height	"Deviation from the norm of height with respect to that which is expected according to age and gender norms." [HPO:probinson]
HP:0000003	Multicystic kidney dysplasia	"Multicystic dysplasia of the kidney is characterized by multiple cysts of varying size in the kidney and the absence of a normal pelvocaliceal system. The condition is associated with ureteral or ureteropelvic atresia, and the affected kidney is nonfunctional." [HPO:curators]
HP:0000005	Mode of inheritance	"The pattern in which a particular genetic trait or disorder is passed from one generation to the next." [HPO:probinson]
HP:0000006	Autosomal dominant inheritance	"A mode of inheritance that is observed for traits related to a gene encoded on one of the autosomes (i.e., the human chromosomes 1-22) in which a trait manifests in heterozygotes. In the context of medical genetics, an autosomal dominant disorder is caused when a single copy of the mutant allele is present. Males and females are affected equally, and can both transmit the disorder with a risk of 50% for each child of inheriting the mutant allele." [HPO:curators]
HP:0000007	Autosomal recessive inheritance	"A mode of inheritance that is observed for traits related to a gene encoded on one of the autosomes (i.e., the human chromosomes 1-22) in which a trait manifests in homozygotes. In the context of medical genetics, autosomal recessive disorders manifest in homozygotes (with two copies of the mutant allele) or compound heterozygotes (whereby each copy of a gene has a distinct mutant allele)." [HPO:curators]
HP:0000008	Abnormality of female internal genitalia	"An abnormality of the `female internal genitalia` (FMA:45654)." [HPO:probinson]
HP:0000009	Functional abnormality of the bladder	"`Dysfunction` (PATO:0001641) of the `urinary bladder` (FMA:15900)." [HPO:probinson]
HP:0000010	Recurrent urinary tract infections	"Repeated infections of the urinary tract." [HPO:probinson]
HP:0000011	Neurogenic bladder	"An inability to completely empty the `urinary bladder` (FMA:15900) during the process of `urination` (GO:0060073) owing to a neurological condition." [HPO:probinson]
HP:0000012	Urinary urgency	"Urge incontinence is the strong, sudden need to urinate." [HPO:probinson, pmid:12559262]
HP:0000013	Hypoplasia of the uterus	"Underdevelopment of the `uterus` (FMA:17558)." [HPO:probinson]
HP:0000014	Abnormality of the bladder	"An abnormality of the `urinary bladder` (FMA:15900)." [HPO:probinson]
HP:0000015	Bladder diverticulum	"`Diverticulum` (MPATH:68) (sac or pouch) in the `wall of the urinary bladder` (FMA:15902)." [HPO:probinson]
HP:0000016	Urinary retention	"Inability to completely empty the `urinary bladder` (FMA:15900) during the process of `urination` (GO:0060073)." [HPO:probinson]
HP:0000017	Nocturia	"Abnormally increased production of urine during the night leading to an unusually frequent need to urinate." [HPO:sdoelken]
HP:0000019	Urinary hesitancy	"Difficulty in beginning the process of `urination` (GO:0060073)." [HPO:probinson]
HP:0000020	Urinary incontinence	"Loss of the ability to control the `urinary bladder` (FMA:15900) leading to involuntary `urination` (GO:0060073)." [HPO:sdoelken, pmid:12559262]
HP:0000021	Megacystis	"Dilatation of the bladder postnatally." [HPO:probinson]
HP:0000022	Abnormality of male internal genitalia	"An abnormality of the `male internal genitalia` (FMA:45655)." [HPO:probinson]
HP:0000023	Inguinal hernia	"Protrusion of the contents of the abdominal cavity through the inguinal canal." [HPO:probinson]
HP:0000024	Prostatitis	"The presence of `inflammation` (MPATH:212) of the `prostate` (FMA:9600)." [HPO:probinson]
HP:0000025	Functional abnormality of male internal genitalia	NA
HP:0000026	Male hypogonadism	"`Decreased functionality` (PATO:0001624) of the male gonad, i.e., of the `testis` (FMA:7210)." [HPO:probinson]
HP:0000027	Azoospermia	"Absence of any measurable level of sperm in his semen." [HPO:probinson, pmid:20514278]
HP:0000028	Cryptorchidism	"Absence of one or both testes from the scrotum owing to failure of the testis or testes to descend through the inguinal canal to the testis." [HPO:curators]
HP:0000029	Testicular atrophy	"Wasting (atrophy) of the testicle (the male gonad) manifested by a decrease in size and potentially by a loss of fertility." [HPO:probinson]
HP:0000030	Testicular gonadoblastoma	"The presence of a `gonadoblastoma` (MPATH:315) of the `testis` (FMA:7210)." [HPO:probinson]
HP:0000031	Epididymitis	"The presence of `inflammation` (MPATH:212) of the `epididymis` (FMA:18255)." [HPO:probinson]
HP:0000032	Abnormality of male external genitalia	"An abnormality of `male external genitalia` (FMA:45642)." [HPO:probinson]
