OMIM:PS601495	bruton type agammaglobulinemia	EXACT
OMIM:PS601495	agammaglobulinemia x linked type 1	EXACT
OMIM:PS601495	immunodeficiency 1	EXACT
OMIM:PS601495	agammaglobulinemia autosomal recessive due to ighm defect	EXACT
OMIM:PS601495	agammaglobulinemia autosomal recessive due to cd79b defect	EXACT
OMIM:PS601495	agammaglobulinemia autosomal recessive due to igll1 defect	EXACT
OMIM:PS601495	agammaglobulinemia autosomal recessive due to cd79a defect	EXACT
OMIM:PS601495	agammaglobulinemia autosomal recessive due to blnk defect	EXACT
OMIM:PS601495	agammaglobulinemia autosomal dominant due to lrrc8a defect	EXACT
OMIM:PS601495	agammaglobulinemia autosomal recessive due to pik3r1 defect	EXACT
OMIM:PS601495	agammaglobulinemia autosomal recessive due ighm defect	LEMMA
OMIM:PS601495	agammaglobulinemia autosomal recessive due cd79b defect	LEMMA
OMIM:PS601495	agammaglobulinemia autosomal recessive due igll1 defect	LEMMA
OMIM:PS601495	agammaglobulinemia autosomal recessive due cd79a defect	LEMMA
OMIM:PS601495	agammaglobulinemia autosomal recessive due blnk defect	LEMMA
OMIM:PS601495	agammaglobulinemia autosomal dominant due lrrc8a defect	LEMMA
OMIM:PS601495	agammaglobulinemia autosomal recessive due pik3r1 defect	LEMMA
OMIM:PS192600	cardiomyopathy familial hypertrophic	EXACT
OMIM:PS192600	ventricular hypertrophy hereditary	EXACT
OMIM:PS192600	asymmetric septal hypertrophy	EXACT
OMIM:PS192600	hypertrophic subaortic stenosis idiopathic	EXACT
OMIM:PS192600	cardiomyopathy hypertrophic mid left ventricular chamber type 1	EXACT
OMIM:PS192600	cardiomyopathy hypertrophic mid left ventricular chamber type 2	EXACT
OMIM:PS160900	myotonic dystrophy	EXACT
OMIM:PS160900	dystrophia myotonica 1	EXACT
OMIM:PS160900	dystrophia myotonica	EXACT
OMIM:PS160900	steinert disease	EXACT
OMIM:PS160900	dystrophia myotonica 2	EXACT
